,Office_2008,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes,dem_votes,repub_votes,county_polit_lean,county_perc_vote_dem,county_perc_vote_repub,county_state,county_stateV2,state_abb,hhi.political_lean,diversity.political_lean
76,President 2008,Alaska,20081104,N/A,Election District 17,Election District,"9,448","6,621","McCain, John S. III",Challenger,"2,645","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,182,"3,976",R,70.08,28,0,1.93,71.45,28.55,NA,NA,NA,1007,2322,1315,0.302493241,0.697506759,Election District 17 County AK,Election District 17 AK,AK,0.57801784,0.42198216
77,President 2008,Alaska,20081104,N/A,Election District 18,Election District,"6,411","4,252","McCain, John S. III",Challenger,"2,046","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,113,"2,206",R,66.32,31.91,0,1.76,67.51,32.49,NA,NA,NA,823,1731,908,0.322239624,0.677760376,Election District 18 County AK,Election District 18 AK,AK,0.563197502,0.436802498
78,President 2008,Alaska,20081104,N/A,Election District 19,Election District,"7,372","4,106","McCain, John S. III",Challenger,"3,095","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,171,"1,011",R,55.7,41.98,0,2.32,57.02,42.98,NA,NA,NA,1369,1698,329,0.446364526,0.553635474,Election District 19 County AK,Election District 19 AK,AK,0.505753528,0.494246472
79,President 2008,Alaska,20081104,N/A,Election District 2,Election District,"7,735","4,029","McCain, John S. III",Challenger,"3,468","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,238,561,R,52.09,44.84,0,3.08,53.74,46.26,NA,NA,NA,1461,1679,218,0.465286624,0.534713376,Election District 2 County AK,Election District 2 AK,AK,0.502410037,0.497589963
80,President 2008,Alaska,20081104,N/A,Election District 20,Election District,"5,138","2,536","McCain, John S. III",Challenger,"2,474","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,128,62,R,49.36,48.15,0,2.49,50.62,49.38,NA,NA,NA,951,953,2,0.49947479,0.50052521,Election District 20 County AK,Election District 20 AK,AK,0.500000552,0.499999448
81,President 2008,Alaska,20081104,N/A,Election District 21,Election District,"8,675","4,837","McCain, John S. III",Challenger,"3,647","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,191,"1,190",R,55.76,42.04,0,2.2,57.01,42.99,NA,NA,NA,1504,1854,350,0.447885646,0.552114354,Election District 21 County AK,Election District 21 AK,AK,0.505431812,0.494568188
82,President 2008,Alaska,20081104,N/A,Election District 22,Election District,"6,634","3,109","McCain, John S. III",Challenger,"3,337","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,188,228,D,46.86,50.3,0,2.83,48.23,51.77,NA,NA,NA,1425,1346,-79,0.514254782,0.485745218,Election District 22 County AK,Election District 22 AK,AK,0.500406398,0.499593602
83,President 2008,Alaska,20081104,N/A,Election District 23,Election District,"7,082","2,808","McCain, John S. III",Challenger,"4,075","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,199,"1,267",D,39.65,57.54,0,2.81,40.8,59.2,NA,NA,NA,1719,1024,-695,0.62668611,0.37331389,Election District 23 County AK,Election District 23 AK,AK,0.532098741,0.467901259
84,President 2008,Alaska,20081104,N/A,Election District 24,Election District,"7,688","4,127","McCain, John S. III",Challenger,"3,380","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,181,747,R,53.68,43.96,0,2.35,54.98,45.02,NA,NA,NA,1439,1701,262,0.458280255,0.541719745,Election District 24 County AK,Election District 24 AK,AK,0.503481074,0.496518926
85,President 2008,Alaska,20081104,N/A,Election District 25,Election District,"6,443","3,042","McCain, John S. III",Challenger,"3,233","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,168,191,D,47.21,50.18,0,2.61,48.48,51.52,NA,NA,NA,1399,1326,-73,0.513394495,0.486605505,Election District 25 County AK,Election District 25 AK,AK,0.500358825,0.499641175
86,President 2008,Alaska,20081104,N/A,Election District 26,Election District,"8,695","4,037","McCain, John S. III",Challenger,"4,472","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,186,435,D,46.43,51.43,0,2.14,47.44,52.56,NA,NA,NA,1805,1681,-124,0.517785427,0.482214573,Election District 26 County AK,Election District 26 AK,AK,0.500632643,0.499367357
87,President 2008,Alaska,20081104,N/A,Election District 27,Election District,"8,498","5,159","McCain, John S. III",Challenger,"3,130","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,209,"2,029",R,60.71,36.83,0,2.46,62.24,37.76,NA,NA,NA,1380,2003,623,0.407921963,0.592078037,Election District 27 County AK,Election District 27 AK,AK,0.51695673,0.48304327
88,President 2008,Alaska,20081104,N/A,Election District 28,Election District,"9,792","5,953","McCain, John S. III",Challenger,"3,642","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,197,"2,311",R,60.79,37.19,0,2.01,62.04,37.96,NA,NA,NA,1502,2135,633,0.412977729,0.587022271,Election District 28 County AK,Election District 28 AK,AK,0.515145751,0.484854249
89,President 2008,Alaska,20081104,N/A,Election District 29,Election District,"6,962","4,127","McCain, John S. III",Challenger,"2,684","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,151,"1,443",R,59.28,38.55,0,2.17,60.59,39.41,NA,NA,NA,1018,1701,683,0.374402354,0.625597646,Election District 29 County AK,Election District 29 AK,AK,0.531549537,0.468450463
90,President 2008,Alaska,20081104,N/A,Election District 3,Election District,"8,767","2,829","McCain, John S. III",Challenger,"5,657","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,281,"2,828",D,32.27,64.53,0,3.21,33.34,66.66,NA,NA,NA,2104,1030,-1074,0.671346522,0.328653478,Election District 3 County AK,Election District 3 AK,AK,0.558719261,0.441280739
91,President 2008,Alaska,20081104,N/A,Election District 30,Election District,"9,183","5,500","McCain, John S. III",Challenger,"3,486","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,197,"2,014",R,59.89,37.96,0,2.15,61.21,38.79,NA,NA,NA,1464,2064,600,0.414965986,0.585034014,Election District 30 County AK,Election District 30 AK,AK,0.514461567,0.485538433
92,President 2008,Alaska,20081104,N/A,Election District 31,Election District,"10,220","6,419","McCain, John S. III",Challenger,"3,596","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,205,"2,823",R,62.81,35.19,0,2.01,64.09,35.91,NA,NA,NA,1495,2300,805,0.393939394,0.606060606,Election District 31 County AK,Election District 31 AK,AK,0.522497704,0.477502296
93,President 2008,Alaska,20081104,N/A,Election District 32,Election District,"12,307","6,867","McCain, John S. III",Challenger,"5,176","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,264,"1,691",R,55.8,42.06,0,2.15,57.02,42.98,NA,NA,NA,2038,2356,318,0.463814292,0.536185708,Election District 32 County AK,Election District 32 AK,AK,0.502618811,0.497381189
94,President 2008,Alaska,20081104,N/A,Election District 33,Election District,"8,909","6,571","McCain, John S. III",Challenger,"2,089","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,249,"4,482",R,73.76,23.45,0,2.79,75.88,24.12,NA,NA,NA,840,2317,1477,0.266075388,0.733924612,Election District 33 County AK,Election District 33 AK,AK,0.609441448,0.390558552
95,President 2008,Alaska,20081104,N/A,Election District 34,Election District,"9,548","7,358","McCain, John S. III",Challenger,"1,920","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,270,"5,438",R,77.06,20.11,0,2.83,79.31,20.69,NA,NA,NA,326,2480,2154,0.116179615,0.883820385,Election District 34 County AK,Election District 34 AK,AK,0.794636176,0.205363824
96,President 2008,Alaska,20081104,N/A,Election District 35,Election District,"9,503","4,959","McCain, John S. III",Challenger,"4,254","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,290,705,R,52.18,44.76,0,3.05,53.83,46.17,NA,NA,NA,1754,1877,123,0.483062517,0.516937483,Election District 35 County AK,Election District 35 AK,AK,0.500573757,0.499426243
97,President 2008,Alaska,20081104,N/A,Election District 36,Election District,"6,673","4,201","McCain, John S. III",Challenger,"2,264","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,208,"1,937",R,62.96,33.93,0,3.12,64.98,35.02,NA,NA,NA,891,1720,829,0.341248564,0.658751436,Election District 36 County AK,Election District 36 AK,AK,0.550404037,0.449595963
98,President 2008,Alaska,20081104,N/A,Election District 37,Election District,"4,665","2,661","McCain, John S. III",Challenger,"1,868","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,136,793,R,57.04,40.04,0,2.92,58.75,41.25,NA,NA,NA,309,985,676,0.238794436,0.761205564,Election District 37 County AK,Election District 37 AK,AK,0.636456693,0.363543307
99,President 2008,Alaska,20081104,N/A,Election District 38,Election District,"4,820","2,056","McCain, John S. III",Challenger,"2,549","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,215,493,D,42.66,52.88,0,4.46,44.65,55.35,NA,NA,NA,971,839,-132,0.536464088,0.463535912,Election District 38 County AK,Election District 38 AK,AK,0.502659259,0.497340741
100,President 2008,Alaska,20081104,N/A,Election District 39,Election District,"5,184","2,323","McCain, John S. III",Challenger,"2,695","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,166,372,D,44.81,51.99,0,3.2,46.29,53.71,NA,NA,NA,1023,898,-125,0.532535138,0.467464862,Election District 39 County AK,Election District 39 AK,AK,0.50211707,0.49788293
101,President 2008,Alaska,20081104,N/A,Election District 4,Election District,"8,736","4,302","McCain, John S. III",Challenger,"4,161","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,273,141,R,49.24,47.63,0,3.13,50.83,49.17,NA,NA,NA,1735,1743,8,0.498849914,0.501150086,Election District 4 County AK,Election District 4 AK,AK,0.500002645,0.499997355
102,President 2008,Alaska,20081104,N/A,Election District 40,Election District,"5,000","2,686","McCain, John S. III",Challenger,"2,137","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,177,549,R,53.72,42.74,0,3.54,55.69,44.31,NA,NA,NA,851,992,141,0.461747151,0.538252849,Election District 40 County AK,Election District 40 AK,AK,0.502926561,0.497073439
103,President 2008,Alaska,20081104,N/A,Election District 5,Election District,"7,123","3,426","McCain, John S. III",Challenger,"3,393","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,304,33,R,48.1,47.63,0,4.27,50.24,49.76,NA,NA,NA,1443,1422,-21,0.503664921,0.496335079,Election District 5 County AK,Election District 5 AK,AK,0.500026863,0.499973137
104,President 2008,Alaska,20081104,N/A,Election District 6,Election District,"6,824","4,234","McCain, John S. III",Challenger,"2,351","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,239,"1,883",R,62.05,34.45,0,3.5,64.3,35.7,NA,NA,NA,918,1727,809,0.347069943,0.652930057,Election District 6 County AK,Election District 6 AK,AK,0.546775204,0.453224796
105,President 2008,Alaska,20081104,N/A,Election District 7,Election District,"10,894","6,297","McCain, John S. III",Challenger,"4,283","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,314,"2,014",R,57.8,39.32,0,2.88,59.52,40.48,NA,NA,NA,1759,2280,521,0.435503838,0.564496162,Election District 7 County AK,Election District 7 AK,AK,0.50831951,0.49168049
106,President 2008,Alaska,20081104,N/A,Election District 8,Election District,"10,320","4,983","McCain, John S. III",Challenger,"4,995","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,342,12,D,48.28,48.4,0,3.31,49.94,50.06,NA,NA,NA,1903,1884,-19,0.502508582,0.497491418,Election District 8 County AK,Election District 8 AK,AK,0.500012586,0.499987414
107,President 2008,Alaska,20081104,N/A,Election District 9,Election District,"7,143","4,141","McCain, John S. III",Challenger,"2,805","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,197,"1,336",R,57.97,39.27,0,2.76,59.62,40.38,NA,NA,NA,1049,1705,656,0.380900508,0.619099492,Election District 9 County AK,Election District 9 AK,AK,0.528369378,0.471630622
108,President 2008,Arizona,20081104,N/A,APACHE,County,"24,262","8,551","McCain, John S. III",Challenger,"15,390","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,321,"6,839",D,35.24,63.43,0,1.32,35.72,64.28,NA,NA,NA,651,2673,2022,0.195848375,0.804151625,Apache County AZ,Apache AZ,AZ,0.685016421,0.314983579
109,President 2008,Arizona,20081104,N/A,COCHISE,County,"48,820","29,026","McCain, John S. III",Challenger,"18,943","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,851,"10,083",R,59.46,38.8,0,1.74,60.51,39.49,NA,NA,NA,768,1291,523,0.3729966,0.6270034,Cochise County AZ,Cochise AZ,AZ,0.532259727,0.467740273
110,President 2008,Arizona,20081104,N/A,COCONINO,County,"54,344","22,186","McCain, John S. III",Challenger,"31,433","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,725,"9,247",D,40.83,57.84,0,1.33,41.38,58.62,NA,NA,NA,1587,1147,-440,0.580468178,0.419531822,Coconino County AZ,Coconino AZ,AZ,0.512950255,0.487049745
111,President 2008,Arizona,20081104,N/A,GILA,County,"22,333","14,095","McCain, John S. III",Challenger,"7,884","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,354,"6,211",R,63.11,35.3,0,1.59,64.13,35.87,NA,NA,NA,2521,577,-1944,0.813750807,0.186249193,Gila County AZ,Gila AZ,AZ,0.696879138,0.303120862
112,President 2008,Arizona,20081104,N/A,GRAHAM,County,"12,007","8,376","McCain, John S. III",Challenger,"3,487","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,144,"4,889",R,69.76,29.04,0,1.2,70.61,29.39,NA,NA,NA,1465,2656,1191,0.355496239,0.644503761,Graham County AZ,Graham AZ,AZ,0.541762674,0.458237326
113,President 2008,Arizona,20081104,N/A,GREENLEE,County,"2,913","1,712","McCain, John S. III",Challenger,"1,165","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,36,547,R,58.77,39.99,0,1.24,59.51,40.49,NA,NA,NA,58,195,137,0.229249012,0.770750988,Greenlee County AZ,Greenlee AZ,AZ,0.646612195,0.353387805
114,President 2008,Arizona,20081104,N/A,LA PAZ,County,"5,552","3,509","McCain, John S. III",Challenger,"1,929","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,114,"1,580",R,63.2,34.74,0,2.05,64.53,35.47,NA,NA,NA,329,1440,1111,0.18598078,0.81401922,La Paz County AZ,La Paz AZ,AZ,0.697216141,0.302783859
115,President 2008,Arizona,20081104,N/A,MARICOPA,County,"1,364,962","746,448","McCain, John S. III",Challenger,"602,166","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"16,348","144,282",R,54.69,44.12,0,1.2,55.35,44.65,NA,NA,NA,2344,2583,239,0.47574589,0.52425411,Maricopa County AZ,Maricopa AZ,AZ,0.501176524,0.498823476
116,President 2008,Arizona,20081104,N/A,MOHAVE,County,"67,605","44,333","McCain, John S. III",Challenger,"22,092","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,180","22,241",R,65.58,32.68,0,1.75,66.74,33.26,NA,NA,NA,1172,1924,752,0.378552972,0.621447028,Mohave County AZ,Mohave AZ,AZ,0.529498761,0.470501239
117,President 2008,Arizona,20081104,N/A,NAVAJO,County,"35,800","19,761","McCain, John S. III",Challenger,"15,579","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,460,"4,182",R,55.2,43.52,0,1.28,55.92,44.08,NA,NA,NA,654,816,162,0.444897959,0.555102041,Navajo County AZ,Navajo AZ,AZ,0.50607247,0.49392753
118,President 2008,Arizona,20081104,N/A,PIMA,County,"393,428","182,406","McCain, John S. III",Challenger,"206,254","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"4,768","23,848",D,46.36,52.42,0,1.21,46.93,53.07,NA,NA,NA,1138,781,-357,0.593017196,0.406982804,Pima County AZ,Pima AZ,AZ,0.517304398,0.482695602
119,President 2008,Arizona,20081104,N/A,PINAL,County,"104,883","59,421","McCain, John S. III",Challenger,"44,254","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,208","15,167",R,56.65,42.19,0,1.15,57.31,42.69,NA,NA,NA,1952,2226,274,0.467209191,0.532790809,Pinal County AZ,Pinal AZ,AZ,0.502150474,0.497849526
120,President 2008,Arizona,20081104,N/A,SANTA CRUZ,County,"13,303","4,518","McCain, John S. III",Challenger,"8,683","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,102,"4,165",D,33.96,65.27,0,0.77,34.22,65.78,NA,NA,NA,2652,1796,-856,0.596223022,0.403776978,Santa Cruz County AZ,Santa Cruz AZ,AZ,0.51851774,0.48148226
121,President 2008,Arizona,20081104,N/A,YAVAPAI,County,"99,648","61,192","McCain, John S. III",Challenger,"36,889","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,567","24,303",R,61.41,37.02,0,1.57,62.39,37.61,NA,NA,NA,1659,2383,724,0.410440376,0.589559624,Yavapai County AZ,Yavapai AZ,AZ,0.516041852,0.483958148
122,President 2008,Arizona,20081104,N/A,YUMA,County,"43,615","24,577","McCain, John S. III",Challenger,"18,559","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,479,"6,018",R,56.35,42.55,0,1.1,56.98,43.02,NA,NA,NA,763,1200,437,0.388690779,0.611309221,Yuma County AZ,Yuma AZ,AZ,0.524779485,0.475220515
123,President 2008,Arkansas,20081104,N/A,ARKANSAS,County,"6,978","4,185","McCain, John S. III",Challenger,"2,619","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,174,"1,566",R,59.97,37.53,0,2.49,61.51,38.49,NA,NA,NA,1000,1713,713,0.368595651,0.631404349,Arkansas County AR,Arkansas AR,AR,0.534534206,0.465465794
124,President 2008,Arkansas,20081104,N/A,ASHLEY,County,"8,642","5,406","McCain, John S. III",Challenger,"2,976","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,260,"2,430",R,62.55,34.44,0,3.01,64.5,35.5,NA,NA,NA,1095,2044,949,0.348837209,0.651162791,Ashley County AR,Ashley AR,AR,0.545700379,0.454299621
125,President 2008,Arkansas,20081104,N/A,BAXTER,County,"19,981","12,852","McCain, John S. III",Challenger,"6,539","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,590,"6,313",R,64.32,32.73,0,2.95,66.28,33.72,NA,NA,NA,2289,488,-1801,0.824270796,0.175729204,Baxter County AR,Baxter AR,AR,0.710303098,0.289696902
126,President 2008,Arkansas,20081104,N/A,BENTON,County,"76,073","51,124","McCain, John S. III",Challenger,"23,331","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,618","27,793",R,67.2,30.67,0,2.13,68.66,31.34,NA,NA,NA,1198,2157,959,0.357078987,0.642921013,Benton County AR,Benton AR,AR,0.540852832,0.459147168
127,President 2008,Arkansas,20081104,N/A,BOONE,County,"15,474","10,575","McCain, John S. III",Challenger,"4,435","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,464,"6,140",R,68.34,28.66,0,3,70.45,29.55,NA,NA,NA,1795,309,-1486,0.853136882,0.146863118,Boone County AR,Boone AR,AR,0.749411315,0.250588685
128,President 2008,Arkansas,20081104,N/A,BRADLEY,County,"4,041","2,262","McCain, John S. III",Challenger,"1,680","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,99,582,R,55.98,41.57,0,2.45,57.38,42.62,NA,NA,NA,252,882,630,0.222222222,0.777777778,Bradley County AR,Bradley AR,AR,0.654320988,0.345679012
129,President 2008,Arkansas,20081104,N/A,CALHOUN,County,"2,217","1,462","McCain, John S. III",Challenger,691,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,64,771,R,65.94,31.17,0,2.89,67.91,32.09,NA,NA,NA,2416,121,-2295,0.952305873,0.047694127,Calhoun County AR,Calhoun AR,AR,0.909161206,0.090838794
130,President 2008,Arkansas,20081104,N/A,CARROLL,County,"10,579","6,083","McCain, John S. III",Challenger,"4,172","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,324,"1,911",R,57.5,39.44,0,3.06,59.32,40.68,NA,NA,NA,1738,2250,512,0.435807422,0.564192578,Carroll County AR,Carroll AR,AR,0.508241374,0.491758626
131,President 2008,Arkansas,20081104,N/A,CHICOT,County,"5,208","2,119","McCain, John S. III",Challenger,"3,043","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,46,924,D,40.69,58.43,0,0.88,41.05,58.95,NA,NA,NA,1352,856,-496,0.612318841,0.387681159,Chicot County AR,Chicot AR,AR,0.525231044,0.474768956
132,President 2008,Arkansas,20081104,N/A,CLARK,County,"9,094","4,608","McCain, John S. III",Challenger,"4,267","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,219,341,R,50.67,46.92,0,2.41,51.92,48.08,NA,NA,NA,1755,1821,66,0.490771812,0.509228188,Clark County AR,Clark AR,AR,0.500170319,0.499829681
133,President 2008,Arkansas,20081104,N/A,CLAY,County,"5,511","3,032","McCain, John S. III",Challenger,"2,244","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,235,788,R,55.02,40.72,0,4.26,57.47,42.53,NA,NA,NA,882,1323,441,0.4,0.6,Clay County AR,Clay AR,AR,0.52,0.48
134,President 2008,Arkansas,20081104,N/A,CLEBURNE,County,"11,338","7,962","McCain, John S. III",Challenger,"2,951","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,425,"5,011",R,70.22,26.03,0,3.75,72.96,27.04,NA,NA,NA,1088,2554,1466,0.298736958,0.701263042,Cleburne County AR,Cleburne AR,AR,0.581013624,0.418986376
135,President 2008,Arkansas,20081104,N/A,CLEVELAND,County,"3,505","2,451","McCain, John S. III",Challenger,911,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,143,"1,540",R,69.93,25.99,0,4.08,72.9,27.1,NA,NA,NA,2804,933,-1871,0.750334493,0.249665507,Cleveland County AR,Cleveland AR,AR,0.625334717,0.374665283
136,President 2008,Arkansas,20081104,N/A,COLUMBIA,County,"9,558","5,861","McCain, John S. III",Challenger,"3,554","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,143,"2,307",R,61.32,37.18,0,1.5,62.25,37.75,NA,NA,NA,1484,2119,635,0.41187899,0.58812101,Columbia County AR,Columbia AR,AR,0.515530625,0.484469375
137,President 2008,Arkansas,20081104,N/A,CONWAY,County,"8,138","4,691","McCain, John S. III",Challenger,"3,149","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,298,"1,542",R,57.64,38.7,0,3.66,59.83,40.17,NA,NA,NA,1384,1831,447,0.430482115,0.569517885,Conway County AR,Conway AR,AR,0.509665473,0.490334527
138,President 2008,Arkansas,20081104,N/A,CRAIGHEAD,County,"30,968","18,881","McCain, John S. III",Challenger,"11,294","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,793,"7,587",R,60.97,36.47,0,2.56,62.57,37.43,NA,NA,NA,434,775,341,0.358974359,0.641025641,Craighead County AR,Craighead AR,AR,0.539776463,0.460223537
139,President 2008,Arkansas,20081104,N/A,CRAWFORD,County,"20,532","14,688","McCain, John S. III",Challenger,"5,238","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,606,"9,450",R,71.54,25.51,0,2.95,73.71,26.29,NA,NA,NA,2047,595,-1452,0.774791824,0.225208176,Crawford County AR,Crawford AR,AR,0.651021093,0.348978907
140,President 2008,Arkansas,20081104,N/A,CRITTENDEN,County,"18,255","7,650","McCain, John S. III",Challenger,"10,330","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,275,"2,680",D,41.91,56.59,0,1.51,42.55,57.45,NA,NA,NA,373,2509,2136,0.129424011,0.870575989,Crittenden County AR,Crittenden AR,AR,0.774653127,0.225346873
